Prefecture,City,amount_2008,amount_2009,amount_2010,amount_2011,amount_2012,amount_2013,amount_2014,amount_2015,amount_2016,amount_2017,amount_2018,amount_2019,number_2008,number_2009,number_2010,number_2011,number_2012,number_2013,number_2014,number_2015,number_2016,number_2017,number_2018,number_2019
青森県,深浦町,160,2160,1294,509,584,793,1640,6215,16642,13748,37374,38971,3,9,8,8,11,12,26,200,686,556,1534,1577
青森県,西目屋村,1630,1783,1780,2280,2390,220,3600,3790,10540,10890,8980,14510,3,5,3,4,5,3,11,16,543,473,330,471
青森県,藤崎町,259,63,53,1102,75,75,294,5595,12010,44501,78496,180393,7,2,1,6,3,3,9,252,803,3970,7199,16969
青森県,大鰐町,492,90,400,240,312,340,466,1450,41219,21553,12907,16942,12,2,2,3,6,7,6,24,3020,1647,987,1374
青森県,田舎館村,170,110,310,50,50,20,230,1321,1895,1140,5954,5462,2,1,2,1,1,2,8,95,153,101,394,477
青森県,板柳町,1492,310,440,922,1229,2118,5650,11143,7583,32334,28782,21101,6,4,17,18,56,142,151,189,90,2782,2261,1174
青森県,鶴田町,270,305,442,120,454,335,1700,560,1330,8352,32995,52387,8,9,5,9,8,11,8,9,61,642,2906,4630
青森県,中泊町,15,2080,60,50,10080,3142,5261,31212,30639,38065,30902,38408,3,4,2,1,3,5,9,819,1075,1597,1398,2020
青森県,野辺地町,215,187,60,120,670,490,5175,5872,2050,1382,11240,537,6,5,2,2,5,5,7,48,35,33,31,19
青森県,七戸町,295,1320,327,613,350,1310,500,1430,8332,4011,15792,24442,5,5,5,6,5,9,9,28,455,149,661,976
青森県,六戸町,220,70,80,30,90,10,430,530,2035,850,1495,1537,6,5,3,2,3,1,6,9,17,15,50,61
青森県,横浜町,0,0,0,500,530,2340,1915,685,1895,960,1510,1390,0,0,0,1,2,8,12,10,12,10,11,6
青森県,東北町,450,1150,1150,1200,2200,1300,3047,2810,2855,5710,8350,22990,3,2,2,2,3,4,18,13,15,115,349,661
青森県,六ヶ所村,40,0,0,0,0,1000,1040,0,2250,17010,6390,6378,1,0,0,0,0,1,2,0,87,1417,483,474
青森県,おいらせ町,2208,888,1305,1383,700,245,1115,12415,12225,6580,15276,23839,37,18,21,16,12,13,82,1127,1156,494,1204,1973
青森県,大間町,200,50,110,0,500,680,382,3149,5888,8640,8375,12830,2,1,2,0,3,4,18,99,144,159,155,260
青森県,東通村,0,980,470,5,0,0,1761,45700,40056,45036,64110,76242,0,11,6,1,0,0,107,1291,1357,1967,4011,4888
青森県,風間浦村,30,250,243,230,210,275,500,7340,6175,5515,9139,9337,1,4,3,2,3,5,24,393,202,199,498,420
青森県,佐井村,355,200,360,365,1290,141,1105,8040,10677,13521,11438,12479,12,8,17,16,14,16,34,123,284,336,372,327
青森県,三戸町,870,432,1490,1460,1770,1950,2540,1752,48960,108261,175563,264220,6,4,7,6,8,10,19,27,2191,6884,14049,21709
青森県,五戸町,60,222,150,1210,620,270,410,1375,5965,35222,64053,85188,1,4,3,5,4,9,11,13,130,1933,4769,6469
青森県,田子町,200,729,350,360,869,1658,29474,32764,46512,43913,44729,48260,3,14,7,7,18,73,2757,2520,2476,2469,2836,3324
青森県,南部町,1020,1423,1180,1280,1326,360,290,1387,100530,204312,278698,332486,6,8,4,5,8,7,5,84,8519,18122,25342,26251
青森県,階上町,67,500,60,350,70,1030,1825,2840,3040,1150,2805,5390,3,1,2,2,4,6,23,37,32,18,180,330
青森県,新郷村,80,3000,0,100,60,0,20,21900,20990,26882,23580,22270,2,1,0,1,1,0,1,131,64,72,54,78
岩手県,岩手県,2049,552,13943,449116,229646,114685,75607,63473,59813,95112,80348,113174,40,15,162,5846,3182,2004,1568,1235,1149,968,1154,1610
岩手県,盛岡市,2501,2940,3651,2886,3151,919,3729,5777,109848,85109,69653,125242,32,21,24,35,17,25,36,42,2584,2061,1797,5059
岩手県,宮古市,445,463,250,72805,20346,22255,14117,59094,89619,184826,94713,95263,14,9,5,505,217,214,259,1974,3767,5548,4572,5721
岩手県,大船渡市,320,220,190,42454,19581,13563,21489,77642,116521,77882,90949,103735,8,7,6,292,186,156,166,5246,6438,4246,4500,5206
岩手県,花巻市,681,4414,1115,3010,2315,4120,6820,200489,169113,155543,190278,609242,17,13,23,27,25,34,282,15994,11522,10541,12672,30976
岩手県,北上市,2243,46722,2956,4286,4022,2932,139767,570478,723410,1020998,851656,1645118,33,27,46,50,46,56,12531,38320,47031,53065,41952,95972
岩手県,久慈市,555,347,607,18016,2888,4318,14555,63399,145243,146320,144015,369237,10,8,12,100,51,65,1074,5613,11439,10772,10479,29980
岩手県,遠野市,17763,23991,23333,30347,13317,20861,14588,12634,69050,54933,59223,59727,32,76,43,144,39,48,48,59,2883,2335,2956,2705
岩手県,一関市,2360,2320,3325,15381,1785,4155,7872,5457,3469,3786,12831,38727,32,26,31,93,55,85,128,101,109,101,548,1588
岩手県,陸前高田市,420,864,590,0,0,0,0,293543,420585,439870,403499,410356,8,15,16,0,0,0,0,25198,28226,22999,22370,23282
岩手県,釜石市,65782,42800,57179,2064061,214424,74464,89804,36600,58681,63398,187412,549796,48,57,36,955,525,412,345,1133,3829,3790,13727,38063
岩手県,二戸市,1518,7420,2802,2987,5682,7399,45495,56464,64797,84706,75229,105936,30,30,19,41,127,488,2041,2651,2685,4431,3965,5031
岩手県,八幡平市,895,480,11345,1165,1375,1630,930,370,1035,149646,162242,63059,15,12,13,10,7,8,13,11,12,4169,4750,4231
岩手県,奥州市,6501,1794,1661,2370,1620,2220,11468,304449,229635,332264,417794,705690,36,19,13,27,16,23,437,6663,4354,8317,12068,21334
岩手県,滝沢市,170,210,70,395,110,198,255,69137,46788,44489,28793,22534,5,5,4,7,2,5,10,3854,2586,2653,1726,1297
岩手県,雫石町,2937,3370,2964,3041,3502,4293,2288,79801,136935,120261,106113,78771,17,34,44,47,49,68,46,6140,9920,8320,6707,2363
岩手県,葛巻町,120,405,270,560,810,1270,2175,3495,26367,10767,9245,10215,13,11,14,18,10,9,36,80,827,456,341,371
岩手県,岩手町,885,1060,11282,1212,1072,3342,3632,1670,3165,6280,9585,36183,11,15,20,16,14,17,29,35,33,228,451,2380
岩手県,紫波町,1180,1433,21180,1430,1285,1730,2505,2573,5168,12189,73121,206359,8,9,5,14,6,9,15,29,40,294,2960,10131
岩手県,矢巾町,394,40,180,5,55,1070,1210,2335,3966,172338,1504377,421145,5,1,3,1,2,3,5,14,148,13277,120771,23729
岩手県,西和賀町,649,617,772,710,140,430,11177,197441,241412,117775,134556,226697,17,17,10,16,4,5,1576,21777,19460,8692,7375,10699
岩手県,金ケ崎町,219,570,50,480,670,1510,2670,1830,5782,5747,5411,10168,4,12,1,3,4,17,19,17,228,229,296,481
岩手県,平泉町,4000,910,2000,1218,414,2334,643,910,1100,2142,2800,11830,4,9,2,7,5,8,8,9,25,27,28,58
岩手県,住田町,290,210,630,4305,1450,2715,4695,3950,4062,5990,9635,14440,9,2,2,36,8,15,18,23,43,53,156,471
岩手県,大槌町,1435,1217,1170,43633,28653,36847,24739,68162,88150,113394,143916,153635,8,14,6,382,322,303,392,0,4578,5611,7186,8059
岩手県,山田町,623,1156,1234,47295,9550,9237,11724,75260,71614,55799,43054,57743,6,9,6,181,161,145,202,4633,4888,3205,2145,2770
岩手県,岩泉町,596,2110,1930,23616,7032,6503,35146,95450,98341,59048,72966,83046,6,9,11,68,41,33,1976,5671,5171,2800,4248,5586
岩手県,田野畑村,1280,3770,5740,6535,4260,6030,3633,4888,4596,5083,6119,5508,74,42,43,80,74,80,68,64,88,76,78,70
岩手県,普代村,870,283,410,6862,595,355,1421,6917,7253,13355,18078,71187,28,7,4,46,8,13,107,400,441,855,1301,5788
岩手県,軽米町,503,350,320,610,500,800,450,1155,13312,17816,18860,24443,13,8,7,9,10,45,11,58,145,1354,1628,2065
岩手県,野田村,3796,3499,2025,14413,8703,7947,7467,6107,5925,5239,6088,7987,53,127,251,372,299,266,231,274,277,251,298,487
岩手県,九戸村,0,189,30,10,20,70,550,230,340,390,770,420,0,9,3,1,2,3,4,6,7,7,8,8
岩手県,洋野町,360,3190,2340,4508,4500,4193,5480,6957,11825,10835,14770,30019,9,5,7,22,12,14,14,111,241,254,847,1165
岩手県,一戸町,390,288,392,1610,770,2460,11360,2420,2630,2370,1580,12391,9,8,7,12,12,16,17,26,31,29,26,877
宮城県,宮城県,2535,808,11898,164135,34776,46631,40276,51715,19851,17943,10745,16318,28,8,228,2393,450,393,711,776,404,259,197,493
宮城県,仙台市,1577,820,65249,94638,35568,67367,60816,122935,144646,161943,87625,57757,25,16,253,1018,244,214,194,192,4304,3686,3161,2342
宮城県,石巻市,2950,6599,9290,32222,14186,25521,316818,355715,186352,241483,253931,354718,15,117,164,193,167,227,17642,25078,11830,17731,15589,25932
宮城県,塩竈市,4880,10777,6134,14989,10924,19554,12130,14413,14290,37471,42350,89237,33,35,18,110,61,78,93,146,195,689,1805,3710
宮城県,気仙沼市,1615,7260,3136,42011,32319,46961,57464,133913,149460,126035,199650,223809,19,7,91,572,626,1972,2150,8563,6841,4761,8598,11956
宮城県,白石市,363,344,312,2047,795,2670,9823,19879,11784,14821,58847,564739,21,21,21,43,45,202,765,1479,869,1117,4765,54524
宮城県,名取市,100,40,298,7331,8134,2122,3163,330547,240915,212915,401257,1197308,1,3,7,106,40,30,56,26482,18283,12389,14744,41155
宮城県,角田市,1080,1250,2080,2300,0,1270,2945,106580,86003,68773,245730,1641488,4,5,4,4,0,14,29,2490,2890,2310,7225,37655
宮城県,多賀城市,1361,1421,2278,33399,5672,8416,12696,147517,373298,1587937,2006036,79958,29,30,39,336,130,84,54,4579,5583,12294,11621,5048
宮城県,岩沼市,170,130,350,1316,515,2215,1260,42163,44157,41662,34167,175156,12,9,11,21,8,14,19,2014,1805,1469,1281,8005
宮城県,登米市,5752,8524,6826,19306,13217,11247,12313,126934,117073,84096,122383,157661,11,19,17,123,50,46,75,3112,3687,2632,4908,6507
宮城県,栗原市,12680,7746,2988,10862,5847,5910,5263,10556,5438,12182,19610,57407,162,70,41,94,91,383,390,350,402,632,827,1982
宮城県,東松島市,240,340,11661,13927,11538,10804,18606,58498,55198,144395,168289,659031,22,43,235,396,364,167,1105,3306,4232,10081,11965,54694
宮城県,大崎市,1445,3440,4180,9726,11375,10078,12597,197342,291368,195527,342717,581063,15,10,17,62,43,30,44,9130,15766,11218,25158,35770
宮城県,富谷市,0,0,0,420,238,345,352,467,10660,5170,15667,47155,0,0,0,4,2,4,11,9,18,332,993,2234
宮城県,蔵王町,2600,5002,2190,2410,2670,3435,3833,2982,51888,75157,117757,271764,19,24,47,56,70,84,67,55,3624,5664,8089,20910
宮城県,七ヶ宿町,0,50,145,1055,55,325,500,490,650,650,210,240,0,2,3,2,1,6,18,14,11,11,11,10
宮城県,大河原町,0,50,250,2012,522,720,500,2550,3660,8077,7357,3767,0,1,1,8,6,6,3,11,119,201,274,320
宮城県,村田町,20,80,100,255,230,210,1420,10584,4942,7160,6890,9264,1,1,3,5,4,4,8,668,363,469,415,534
宮城県,柴田町,60,70,80,415,225,245,550,56522,144715,194185,203440,693462,2,3,4,9,8,11,19,2067,5895,9077,8969,41972
宮城県,川崎町,670,380,590,340,165,355,435,4527,7410,17808,27145,76418,10,17,19,16,13,9,30,200,280,1230,1766,3585
宮城県,丸森町,200,134,1100,735,655,4880,1870,1903,12940,22182,27291,148156,2,3,2,15,5,8,15,35,972,2578,3412,10530
宮城県,亘理町,2688,4850,3140,5938,5212,4660,1817,1855,2548,25910,78385,234144,12,13,13,74,61,83,80,66,149,1139,2979,8439
宮城県,山元町,90,818,130,216664,48479,19450,95741,7864,11913,13632,48076,78963,5,6,5,360,173,84,92,448,852,879,3647,5889
宮城県,松島町,35,100,1131,1706,370,605,11321,1567,13778,14913,39590,335282,2,1,4,23,10,11,21,19,94,113,712,861
宮城県,七ヶ浜町,160,190,160,3320,1310,2850,3050,3825,3195,6634,8402,7645,2,3,3,35,23,36,39,65,63,366,425,439
宮城県,利府町,85,510,340,2290,1457,1960,1675,3445,1360,28545,64397,92298,5,2,3,29,11,11,9,10,8,175,400,1303
宮城県,大和町,0,102,0,420,400,400,400,1630,29437,21752,48098,39387,0,5,0,2,1,1,1,5,1359,795,1659,1162
宮城県,大郷町,1070,300,200,1450,450,632,834,1297,29609,59004,91620,167615,4,2,1,4,3,5,10,19,1705,3708,7207,11665
宮城県,大衡村,1235,1470,1640,4460,530,1735,1700,690,450,5860,8510,8306,11,5,6,7,9,20,12,9,3,418,566,560
宮城県,色麻町,930,2160,870,930,2060,3165,715,2735,17210,11021,18639,18725,8,10,8,6,12,13,12,18,929,702,1073,1174
宮城県,加美町,465,400,350,765,1425,555,3437,12587,13840,64304,16238,36045,8,5,5,11,8,14,202,749,852,2033,617,1584
宮城県,涌谷町,85,100,1550,2400,1650,2280,820,6490,13898,6844,8469,25090,3,2,2,14,5,12,13,528,833,466,598,1742
宮城県,美里町,0,21867,1210,453,1205,325,26240,230,450,440,2030,35895,0,9,4,9,4,7,9,7,7,8,216,484
宮城県,女川町,1155,1055,1480,13393,15291,19349,25978,31713,20247,23103,13815,12153,12,12,11,87,167,412,772,959,625,637,451,332
宮城県,南三陸町,5185,7319,11297,53454,30422,29992,24601,32231,25571,27206,27590,24919,75,129,339,567,409,497,603,1103,769,701,1210,1173
秋田県,秋田県,1853,2026,596,1431,1383,6937,3338,5685,3917,7890,886,5788,39,31,24,47,46,47,101,118,39,419,40,246
秋田県,秋田市,1300,2408,352,603,2902,1605,4272,169554,205106,145109,123000,194691,22,20,17,21,23,25,99,3434,3973,3466,2803,6915
秋田県,能代市,1563,845,1407,1471,3183,1486,3937,36201,42009,63899,46434,104046,11,9,13,12,12,18,41,1822,1686,2083,1737,5006
秋田県,横手市,3668,3806,4643,12893,4641,7843,8163,54107,104819,508086,752518,323493,35,39,36,54,95,67,102,2538,6540,38941,60912,21014
秋田県,大館市,1743,3740,2515,2550,13699,28293,147203,385120,379111,558438,786052,791673,15,18,17,17,39,1624,10208,23657,20995,32097,50595,43795
秋田県,男鹿市,1146,2302,1381,1239,1280,12191,3461,22345,45265,70732,60826,524265,34,46,82,92,102,118,185,1373,1720,3767,3009,33121
秋田県,湯沢市,2198,3743,3147,7512,3585,5427,86347,248038,304795,327150,326858,482701,26,37,26,31,28,36,9291,23737,20343,23063,23521,40620
秋田県,鹿角市,32391,1310,25710,7095,1804,1515,3405,54714,92157,80921,75980,202607,47,24,21,18,21,37,58,73,6725,6168,5411,15191
秋田県,由利本荘市,8229,3873,870,982,910,7778,6062,30427,46885,63237,82045,140482,104,87,25,21,20,30,160,1652,3310,3260,5485,10806
秋田県,潟上市,2420,2360,1470,1246,1020,1101,7071,17226,15828,16950,23666,18769,14,16,11,11,10,14,26,635,820,814,1102,687
秋田県,大仙市,5238,6483,7357,4102,15836,7867,8514,9013,9095,29944,83605,160032,50,45,43,36,46,49,55,85,105,473,2410,5602
秋田県,北秋田市,955,700,580,1205,1604,1959,3093,62337,20052,23040,26424,27365,16,10,13,24,30,35,55,538,1050,1180,1284,1326
秋田県,にかほ市,3710,3386,2104,2963,7430,4040,16053,50291,37501,23806,38188,346540,93,100,76,94,104,120,110,2513,1893,1311,2202,14305
秋田県,仙北市,1650,4412,2788,3830,2230,995,430,79511,60567,70003,151299,821722,28,24,19,11,13,17,15,5874,3927,3085,5662,45670
秋田県,小坂町,519,160,2275,640,775,322,4017,28395,16482,9148,9050,11792,10,4,4,4,4,11,217,893,607,374,411,654
秋田県,上小阿仁村,870,947,995,695,610,567,1615,2185,7050,7515,8365,13180,16,20,22,19,12,10,14,17,543,357,519,567
秋田県,藤里町,1080,935,483,600,571,580,3557,4750,3742,2890,2970,4020,29,23,18,16,17,18,42,71,112,73,86,81
秋田県,三種町,1655,90,70,230,366,542,2030,109549,77769,54320,67399,101995,18,3,2,5,11,25,73,8932,5753,4122,4413,5851
秋田県,八峰町,928,870,965,700,1262,2675,2812,12407,22877,33716,25983,16538,22,11,19,16,20,20,93,934,1310,1516,1247,673
秋田県,五城目町,833,295,460,255,506,855,1040,1482,48319,25816,16821,11955,19,15,26,37,72,77,95,82,3771,2021,919,398
秋田県,八郎潟町,725,830,545,2040,1055,1635,1080,2345,3105,2605,9562,17363,14,14,7,10,9,14,10,115,283,121,677,1329
秋田県,井川町,1300,1940,2617,2461,2098,2530,1370,1704,2864,2275,1651,1628,63,52,64,67,60,104,36,35,35,26,44,35
秋田県,大潟村,0,0,120,1000,0,45,1409,1125,702,14782,27627,97525,0,0,2,1,0,5,131,109,46,1516,2572,14190
秋田県,美郷町,1205,1225,2011,1920,4395,3755,4022,5434,7352,17638,18542,18720,15,17,23,25,34,43,50,101,151,306,405,294
秋田県,羽後町,1417,1126,1000,830,875,1005,1738,11212,88613,104401,81995,64726,20,14,10,5,6,8,33,602,1319,1403,1292,1186
秋田県,東成瀬村,2524,2202,1985,1540,1400,1345,2011,2352,4255,6526,9710,12870,51,40,35,30,30,32,69,59,101,474,905,1167
山形県,山形県,3044,1949,2834,5634,6649,14850,114567,164702,138683,184791,313828,651982,55,69,74,118,158,254,2408,3769,3097,5683,10822,27668
山形県,山形市,1280,877,150,370,1480,1811,12103,199069,1254354,1792237,1947415,3165882,29,11,8,8,10,19,1026,10717,67881,107659,110956,156489
山形県,米沢市,3495,2872,1728,5288,3160,6710,44720,1958247,3530993,1769196,555875,1393438,30,70,45,55,49,77,3984,29162,35574,17538,16643,30810
山形県,鶴岡市,632,1020,1005,1250,1890,2130,4120,305372,676666,611972,388448,484209,12,12,14,18,15,16,40,22189,48459,43777,25596,33912
山形県,酒田市,1400,3390,5501,5475,4825,5100,138220,244438,966464,1584551,1280415,1885632,14,35,40,33,31,41,13244,23433,62245,111168,84792,107940
山形県,新庄市,859,1808,3331,3050,4709,11989,25481,170194,681263,736739,771690,363360,18,58,120,134,386,1150,1857,14512,54581,47377,59486,28879
山形県,寒河江市,17610,3654,2833,1610,4183,2374,23128,1371788,2326978,1634759,3510647,4423410,13,11,9,7,9,16,941,56233,94685,75179,157591,204666
山形県,上山市,970,6675,6189,1768,6758,6604,7807,831974,1465872,1350418,1155079,1079083,25,24,35,30,30,32,46,65026,85419,94600,81702,78269
山形県,村山市,1365,1010,1081,2060,5858,12924,43510,266834,710878,576171,441035,570876,12,17,25,27,154,405,1287,17129,53444,48384,33850,43959
山形県,長井市,875,737,540,2275,1050,2900,163180,352481,287330,442347,245321,508853,10,16,10,16,12,21,14874,24801,19626,28143,18176,33156
山形県,天童市,510,42,267,250,1105,115,780875,3227844,3357549,2899459,1909608,1801423,14,2,6,7,3,3,58289,181295,201925,172284,103393,101504
山形県,東根市,624,2424,169,320,210,160,168884,969012,1327859,1592061,1353274,1523362,10,7,3,3,3,5,11357,34299,62388,91967,80091,75558
山形県,尾花沢市,11576,2119,2270,2175,7025,53049,224313,534545,412957,411730,543866,413790,41,28,34,48,415,3830,18210,37691,27258,28077,36216,24521
山形県,南陽市,8484,6376,688,6872,6913,8688,14222,307956,505133,493832,316607,791145,336,204,191,173,151,227,382,17683,30958,23667,11916,30016
山形県,山辺町,121,706,1555,1970,4416,16481,16537,30628,73973,155675,117189,127330,7,115,151,188,431,1580,1607,883,2638,6505,7479,7086
山形県,中山町,40,768,700,310,1530,9090,12411,5161,11221,172314,69053,164917,1,8,18,13,137,874,1099,283,691,8817,2410,10842
山形県,河北町,845,1370,1310,1120,990,1530,14272,117071,1214730,1526689,1594268,728517,9,10,8,7,6,6,935,9553,86296,124999,132847,51450
山形県,西川町,3148,2369,1965,2255,1770,1715,7630,62408,75276,170861,26963,26152,25,23,18,28,16,21,85,4211,4403,14200,1193,1346
山形県,朝日町,200,420,305,470,570,2582,3510,78313,105307,96782,94141,141232,3,6,9,16,38,237,183,7605,9359,7370,7374,10827
山形県,大江町,5962,983,405,240,1240,445,802,14168,56116,115217,123307,263546,25,19,7,5,6,10,24,1234,4813,10255,9762,20310
山形県,大石田町,485,2480,1140,1240,1230,1220,7650,48315,134080,244923,450470,343522,22,9,5,6,7,5,250,2842,5704,9192,20611,9171
山形県,金山町,3541,3110,69131,6540,40774,35776,66273,122274,126407,114720,83457,68650,94,160,321,324,731,3015,6053,9749,5172,3523,2197,1659
山形県,最上町,0,0,0,0,640,42563,240225,325529,232725,81186,185338,184161,0,0,0,0,10,3818,20019,27487,15859,5866,10770,10160
山形県,舟形町,5628,2461,2928,2979,2748,2396,184309,717408,624460,1008671,121150,119073,121,69,69,71,63,59,8042,26977,23679,47994,3589,3786
山形県,真室川町,733,544,566,655,1431,8229,77474,80408,208008,83932,29566,15511,26,20,27,26,42,756,7574,7704,17489,6232,963,530
山形県,大蔵村,260,376,345,1370,1410,1683,9375,5003,5933,155119,20926,170819,8,11,9,11,11,13,471,291,442,10117,925,6616
山形県,鮭川村,105,200,1250,1775,1695,1692,26305,121261,238580,171332,238052,168170,3,4,5,6,7,9,717,4862,11420,7678,16732,5060
山形県,戸沢村,0,1250,2683,2190,105,228,1550,7252,55836,85335,27303,4186,0,2,7,7,5,21,122,696,5141,7379,1226,229
山形県,高畠町,360,330,655,334,490,1025,976,2954,16701,21750,21590,21499,7,4,6,5,6,12,20,104,1099,1509,1588,1286
山形県,川西町,160,285,245,860,746,2328,6619,5641,58198,74576,99405,60201,5,10,11,8,16,185,541,390,2042,2549,3708,1914
山形県,小国町,1570,620,465,420,730,340,430,17326,16958,16959,72353,193120,15,19,11,8,12,12,19,1183,1177,1239,3154,6521
山形県,白鷹町,4434,3876,6581,8379,12122,19597,30499,37772,113682,115977,53723,79179,187,290,576,542,994,1637,2775,3013,3392,3354,1054,896
